file	struct	field	zig_type	class	rust_type	evidence
src/install/hosted_git_info.zig	HostProvider.Config	format_shortcut	*const fn(Self, Allocator, ?[]const u8, []const u8, ?[]const u8) E![]const u8	STATIC	fn(HostProvider, &Allocator, Option<&str>, &str, Option<&str>) -> Result<String>	hosted_git_info.zig:818 default=formatters.shortcut.default (module-static fn)
src/install/hosted_git_info.zig	HostProvider.Config	format_git	?*const fn(Self, Allocator, ?[]const u8, ?[]const u8, []const u8, ?[]const u8) E![]const u8	STATIC	Option<fn(HostProvider, &Allocator, Option<&str>, Option<&str>, &str, Option<&str>) -> Result<String>>	hosted_git_info.zig:819 default=null; :1504/:1514 assigned static fns git.gist/github
src/install/hosted_git_info.zig	HostProvider.Config	format_extract	*const fn(Allocator, *jsc.URL) E!?Result	STATIC	fn(&Allocator, &jsc::URL) -> Result<Option<ExtractResult>>	hosted_git_info.zig:820,1491 assigned to module-static fn formatters.extract.bitbucket etc
src/install/isolated_install.zig	WyhashWriter	hasher	*std.hash.Wyhash	BORROW_PARAM	&'a mut Wyhash	isolated_install.zig:999 — .{ .hasher = &top.hasher }; no deinit
src/install/isolated_install.zig	Wait	installer	*Store.Installer	BORROW_PARAM	&'a mut store::Installer	isolated_install.zig:1867 — Wait{ .installer = &installer }; no deinit
src/install/isolated_install/Installer.zig	Installer	lockfile	*Lockfile	BORROW_PARAM	&'a mut Lockfile	isolated_install.zig:1469 — `.lockfile = lockfile` from caller; deinit() doesn't free
src/install/isolated_install/Installer.zig	Installer	install_node	?*Progress.Node	BORROW_PARAM	Option<&'a mut Progress::Node>	isolated_install.zig:1473 — `&install_node` (caller's stack local)
src/install/isolated_install/Installer.zig	Installer	scripts_node	?*Progress.Node	BORROW_PARAM	Option<&'a mut Progress::Node>	isolated_install.zig:1474 — `&scripts_node` (caller's stack local)
src/install/isolated_install/Installer.zig	Installer	manager	*PackageManager	BORROW_PARAM	&'a mut PackageManager	isolated_install.zig:1470 — `.manager = manager` from caller param; not freed
src/install/isolated_install/Installer.zig	Installer	store	*const Store	BORROW_PARAM	&'a Store	isolated_install.zig:1475 — `.store = &store` (caller's stack local)
src/install/isolated_install/Installer.zig	Installer.Task	installer	*Installer	BACKREF	*mut Installer	isolated_install.zig:1490 — `.installer = &installer`; Installer owns tasks[]
src/install/isolated_install/Installer.zig	Installer.Task	next	?*Task	INTRUSIVE	*mut Task	Installer.zig:17 — bun.UnboundedQueue(Task, .next) intrusive link
src/install/isolated_install/Installer.zig	Installer.Task.Result	run_scripts	*Package.Scripts.List	BORROW_FIELD	&'a mut Package::Scripts::List	Installer.zig:1161 — owned by store.entries.items(.scripts)[entry_id]
src/install/isolated_install/Installer.zig	Installer.Task.Yield	run_scripts	*Package.Scripts.List	BORROW_PARAM	&'a mut Package::Scripts::List	Installer.zig:1160-1161 — bun.create() stored in entry_scripts; Yield carries borrow
src/install/isolated_install/Store.zig	Store.Entry	scripts	?*Package.Scripts.List	OWNED	Option<Box<package::scripts::List>>	Installer.zig:1160 — bun.create(bun.default_allocator, Package.Scripts.List, list)
src/install/isolated_install/Store.zig	Store.Entry.StorePathFormatter	store	*const Store	BORROW_PARAM	&'a Store	Store.zig:191-192 — assigned from fmtStorePath() param
src/install/isolated_install/Store.zig	Store.Entry.StorePathFormatter	lockfile	*const Lockfile	BORROW_PARAM	&'a Lockfile	Store.zig:191-192 — assigned from fmtStorePath() param
src/install/lifecycle_script_runner.zig	LifecycleScriptSubprocess	process	?*Process	SHARED	Option<Arc<Process>>	lifecycle_script_runner.zig:498-501 — resetPolls calls process.close(); process.deref()
src/install/lifecycle_script_runner.zig	LifecycleScriptSubprocess	manager	*PackageManager	BORROW_PARAM	&'a PackageManager	lifecycle_script_runner.zig:551 — .manager = manager from param; deinit does not free
src/install/lifecycle_script_runner.zig	LifecycleScriptSubprocess.InstallCtx	installer	*Store.Installer	BORROW_PARAM	&'a Installer	PackageManager/runTasks.zig:106 — .installer = installer (caller-owned); never freed
src/install/lockfile.zig	DepSorter	lockfile	*const Lockfile	BORROW_PARAM	&'a Lockfile	isolated_install.zig:413 — .lockfile = lockfile (sort ctx, no deinit)
src/install/lockfile.zig	LoadResult.ok	lockfile	*Lockfile	BORROW_PARAM	&'a mut Lockfile	lockfile.zig:326 — .lockfile = this (loadFromCwd param)
src/install/lockfile.zig	InstallResult	lockfile	*Lockfile	UNKNOWN	Option<NonNull<Lockfile>>	lockfile.zig:402 — no construction sites found in src/install/
src/install/lockfile.zig	MetaHashFormatter	meta_hash	*const MetaHash	BORROW_PARAM	&'a MetaHash	lockfile.zig:854 — .meta_hash = &this.meta_hash (fmtMetaHash)
src/install/lockfile.zig	Cloner	lockfile	*Lockfile	BORROW_PARAM	&'a mut Lockfile	lockfile.zig:701 — .lockfile = new (returned by fn, not owned by Cloner)
src/install/lockfile.zig	Cloner	old	*Lockfile	BORROW_PARAM	&'a mut Lockfile	lockfile.zig:700 — .old = old (cleanWithLogger param)
src/install/lockfile.zig	Cloner	log	*logger.Log	BORROW_PARAM	&'a mut logger::Log	lockfile.zig:704 — .log = log (cleanWithLogger param)
src/install/lockfile.zig	Cloner	manager	*PackageManager	BORROW_PARAM	&'a mut PackageManager	lockfile.zig:706 — .manager = manager (cleanWithLogger param)
src/install/lockfile.zig	Printer	lockfile	*Lockfile	BORROW_PARAM	&'a mut Lockfile	lockfile.zig:1201 — .lockfile = lockfile (printWithLockfile param)
src/install/lockfile.zig	StringBuilder	ptr	?[*]u8	BORROW_FIELD	Option<*mut u8>	lockfile.zig:1639 — = self.lockfile.buffers.string_bytes.items.ptr[..]
src/install/lockfile.zig	StringBuilder	lockfile	*Lockfile	BORROW_PARAM	&'a mut Lockfile	lockfile.zig:1552 — .lockfile = this (stringBuilder() param)
src/install/lockfile/CatalogMap.zig	DepSortCtx	catalog_deps	[*]const Dependency	BORROW_PARAM	&'a [Dependency]	CatalogMap.zig:359 — assigned from lockfile.catalogs.default.values().ptr; local sort ctx
src/install/lockfile/CatalogMap.zig	NameSortCtx	catalog_names	[*]const String	BORROW_PARAM	&'a [String]	CatalogMap.zig:372 — assigned from this.groups.keys().ptr; local sort ctx, no deinit
src/install/lockfile/OverrideMap.zig	OverrideMap.sort.Ctx	override_deps	[*]const Dependency	BORROW_PARAM	&'a [Dependency]	OverrideMap.zig:41 — .override_deps = this.map.values().ptr; no deinit
src/install/lockfile/Tree.zig	Tree.Iterator(path_style)	lockfile	*const Lockfile	BORROW_PARAM	&'a Lockfile	Tree.zig:99 — .lockfile = lockfile from init() param; no deinit
src/install/lockfile/Tree.zig	Tree.Builder(method)	log	*logger.Log	BORROW_PARAM	&'a mut logger::Log	lockfile.zig:941 — .log = log from hoist() param; clean() never frees
src/install/lockfile/Tree.zig	Tree.Builder(method)	lockfile	*const Lockfile	BORROW_PARAM	&'a Lockfile	lockfile.zig:942 — .lockfile = lockfile from hoist() param; not freed
src/install/lockfile/Tree.zig	Tree.Builder(method)	manager	*const PackageManager	BORROW_PARAM	&'a PackageManager	lockfile.zig:943 — .manager = manager from hoist() param; not freed
src/install/lockfile/bun.lockb.zig	StreamType	bytes	*std.array_list.Managed(u8)	BORROW_PARAM	&'a mut Vec<u8>	bun.lockb.zig:46 — .bytes = bytes (save() param); no deinit
src/install/npm.zig	SaveTask	scope	*const Registry.Scope	BORROW_PARAM	&'a registry::Scope	npm.zig:1188 — .scope = scope (param); run() never frees it
src/install/npm.zig	FindResult	package	*const PackageVersion	BORROW_PARAM	&'a PackageVersion	npm.zig:1343 — .package = &values[index] into manifest.package_versions
src/install/patch_install.zig	PatchTask	manager	*PackageManager	BORROW_PARAM	&'a PackageManager	patch_install.zig:523,568 — assigned from ctor param; deinit (line 78-94) never frees it
src/install/patch_install.zig	PatchTask	next	?*PatchTask	INTRUSIVE	*mut PatchTask	patch_install.zig:31 — `next` link for patch_task_queue.push(this) at line 105
src/install/repository.zig	Repository.StorePathFormatter	repo	*const Repository	BORROW_PARAM	&'a Repository	repository.zig:275 — .repo = this (self ptr from fmtStorePath param)
src/install/repository.zig	Repository.Formatter	repository	*const Repository	BORROW_PARAM	&'a Repository	repository.zig:316 — .repository = this (self ptr from fmt param)
src/install/resolution.zig	StorePathFormatter	res	*const This	BORROW_PARAM	&'a Resolution	resolution.zig:307-311 — fmtStorePath() returns .{ .res = this } from param
src/install/resolution.zig	URLFormatter	resolution	*const This	BORROW_PARAM	&'a Resolution	resolution.zig:315 — fmtURL() returns .{ .resolution = this } from param
src/install/resolution.zig	Formatter	resolution	*const This	BORROW_PARAM	&'a Resolution	resolution.zig:276-280 — fmt() returns Formatter{ .resolution = this } from param
src/install/resolution.zig	DebugFormatter	resolution	*const This	BORROW_PARAM	&'a Resolution	resolution.zig:319 — fmtForDebug() returns .{ .resolution = this } from param
src/install/resolvers/folder_resolver.zig	PackageWorkspaceSearchPathFormatter	manager	*PackageManager	BORROW_PARAM	&'a PackageManager	PackageManagerEnqueue.zig:1074 — .manager = this; no deinit, format-only
src/install/windows-shim/bun_shim_impl.zig	FromBunRunContext	handle	w.HANDLE	FFI	HANDLE	bun_shim_impl.zig:544 — passed to nt.NtClose extern fn
src/install/windows-shim/bun_shim_impl.zig	FromBunRunContext	direct_launch_with_bun_js	*const fn (wpath: []u16, args: CommandContext) void	STATIC	fn(&mut [u16], CommandContext)	run_command.zig:2146 — &directLaunchCallback (static fn)
src/install/windows-shim/bun_shim_impl.zig	FromBunRunContext	environment	?[*]const u16	FFI	Option<*const u16>	bun_shim_impl.zig:786 — passed as lpEnvironment to CreateProcessW
src/install/windows-shim/bun_shim_impl.zig	FromBunShellContext	handle	w.HANDLE	FFI	HANDLE	bun_shim_impl.zig:413,544 — used with NtReadFile/NtClose extern fns
src/install/windows-shim/bun_shim_impl.zig	FromBunShellContext	buf	*Buf	BORROW_PARAM	&'a mut [u16; BUF2_U16_LEN]	bun_shim_impl.zig:932 — caller-provided output buffer, no deinit
src/install_types/SemverString.zig	String.Buf	bytes	*std.ArrayListUnmanaged(u8)	BORROW_PARAM	&'a mut Vec<u8>	SemverString.zig:32 — assigned from &lockfile.buffers.string_bytes; no deinit
src/install_types/SemverString.zig	String.Buf	pool	*Builder.StringPool	BORROW_PARAM	&'a mut StringPool	SemverString.zig:34 — assigned from &lockfile.string_pool; no deinit
src/install_types/SemverString.zig	String.Formatter	str	*const String	BORROW_PARAM	&'a String	SemverString.zig:130 — assigned from `self` param in fmt(); short-lived formatter
src/install_types/SemverString.zig	String.JsonFormatter	str	*const String	BORROW_PARAM	&'a String	SemverString.zig:148 — assigned from `self` param in fmtJson(); short-lived
src/install_types/SemverString.zig	String.StorePathFormatter	str	*const String	BORROW_PARAM	&'a String	SemverString.zig:170 — assigned from `self` param in fmtStorePath(); short-lived
src/install_types/SemverString.zig	String.Builder	ptr	?[*]u8	OWNED	Option<Box<[u8]>>	SemverString.zig:517-518 — allocator.alloc(u8, cap) in allocate(); no deinit found
src/interchange/json.zig	JSONLikeParser	log	*logger.Log	BORROW_PARAM	&'a mut logger::Log	src/interchange/json.zig:119 — .log = log from init param; no deinit
src/interchange/json.zig	PackageJSONVersionChecker	source	*const logger.Source	BORROW_PARAM	&'a logger::Source	src/interchange/json.zig:352 — .source = source from init param; no deinit
src/interchange/json.zig	PackageJSONVersionChecker	log	*logger.Log	BORROW_PARAM	&'a mut logger::Log	src/interchange/json.zig:351 — .log = log from init param; no deinit
src/interchange/toml.zig	TOML	log	*logger.Log	BORROW_PARAM	&'a mut logger::Log	src/interchange/toml.zig:37,41 — init param `log` assigned directly; no deinit
src/interchange/toml/lexer.zig	Lexer	log	*logger.Log	BORROW_PARAM	&'a mut logger::Log	lexer.zig:1159-1161 — init() takes log param, stores it; no deinit
src/interchange/yaml.zig	ScalarResolverCtx	parser	*Parser(enc)	BORROW_PARAM	&'a mut Parser<Enc>	yaml.zig:2280 — `.parser = self` in scanPlainScalar; no deinit
src/interchange/yaml.zig	ScanCtx	parser	*Parser(enc)	BORROW_PARAM	&'a mut Parser<Enc>	yaml.zig:3630 — `.parser = self` in scan(); local ctx, no deinit
src/interchange/yaml.zig	String.Builder	parser	*Parser(enc)	BORROW_PARAM	&'a mut Parser<Enc>	yaml.zig:4418 — stringBuilder() returns `.parser = self`; not freed
src/interchange/yaml.zig	String.Range.Start	parser	*const Parser(enc)	BORROW_PARAM	&'a Parser<Enc>	yaml.zig:4412 — stringRange() returns `.parser = self` (const)
src/io/PipeReader.zig	BufferedReaderVTable	parent	*anyopaque	BACKREF	*mut c_void	PipeReader.zig:141-142 — setParent stores caller (owner) as type-erased backref
src/io/PipeReader.zig	BufferedReaderVTable	fns	*const Fn	STATIC	&'static Fn	PipeReader.zig:38 — returns comptime &BufferedReaderVTable.Fn{...} (static rodata)
src/io/PipeReader.zig	BufferedReaderVTable.Fn	onReadChunk	?*const fn (*anyopaque, []const u8, ReadState) bool	STATIC	Option<fn(*mut c_void, &[u8], ReadState) -> bool>	PipeReader.zig:39 — &fns.onReadChunk (comptime fn address)
src/io/PipeReader.zig	BufferedReaderVTable.Fn	onReaderDone	*const fn (*anyopaque) void	STATIC	fn(*mut c_void)	PipeReader.zig:40 — &fns.onReaderDone (comptime fn address)
src/io/PipeReader.zig	BufferedReaderVTable.Fn	onReaderError	*const fn (*anyopaque, bun.sys.Error) void	STATIC	fn(*mut c_void, sys::Error)	PipeReader.zig:41 — &fns.onReaderError (comptime fn address)
src/io/PipeReader.zig	BufferedReaderVTable.Fn	loop	*const fn (*anyopaque) *Async.Loop	STATIC	fn(*mut c_void) -> *mut Loop	PipeReader.zig:43 — &fns.loop (comptime fn address)
src/io/PipeReader.zig	BufferedReaderVTable.Fn	eventLoop	*const fn (*anyopaque) jsc.EventLoopHandle	STATIC	fn(*mut c_void) -> EventLoopHandle	PipeReader.zig:42 — &fns.eventLoop (comptime fn address)
src/io/PipeReader.zig	PosixBufferedReader	maxbuf	?*MaxBuf	SHARED	Option<Arc<MaxBuf>>	PipeReader.zig:267 + MaxBuf.zig:48-56 — removeFromPipereader drops co-ownership, last owner frees
src/io/PipeReader.zig	WindowsBufferedReaderVTable	onReaderDone	*const fn (*anyopaque) void	STATIC	fn(*mut c_void)	PipeReader.zig:812 — &fns.onReaderDone (comptime fn address)
src/io/PipeReader.zig	WindowsBufferedReaderVTable	onReaderError	*const fn (*anyopaque, bun.sys.Error) void	STATIC	fn(*mut c_void, sys::Error)	PipeReader.zig:813 — &fns.onReaderError (comptime fn address)
src/io/PipeReader.zig	WindowsBufferedReaderVTable	onReadChunk	?*const fn (*anyopaque, []const u8, ReadState) bool	STATIC	Option<fn(*mut c_void, &[u8], ReadState) -> bool>	PipeReader.zig:811 — &fns.onReadChunk (comptime fn address)
src/io/PipeReader.zig	WindowsBufferedReaderVTable	loop	*const fn (*anyopaque) *Async.Loop	STATIC	fn(*mut c_void) -> *mut Loop	PipeReader.zig:814 — &fns.loop (comptime fn address)
src/io/PipeReader.zig	WindowsBufferedReader	maxbuf	?*MaxBuf	SHARED	Option<Arc<MaxBuf>>	PipeReader.zig:980 + MaxBuf.zig:48-56 — removeFromPipereader drops co-ownership, last owner frees
src/io/PipeReader.zig	WindowsBufferedReader	parent	*anyopaque	BACKREF	*mut c_void	PipeReader.zig:849-850 — setParent stores owning container as type-erased backref
src/io/PipeWriter.zig	PosixBufferedWriter	parent	*Parent	BACKREF	*mut Parent	PipeWriter.zig:322 — setParent(parent); writer is embedded field of Parent
src/io/PipeWriter.zig	PosixStreamingWriter	parent	*Parent	BACKREF	*mut Parent	PipeWriter.zig:470 — setParent(parent); deinit:693 never frees parent
src/io/PipeWriter.zig	WindowsBufferedWriter	parent	*Parent	BACKREF	*mut Parent	PipeWriter.zig:861 — setParent(parent); Parent owns writer as field
src/io/PipeWriter.zig	WindowsStreamingWriter	parent	*Parent	BACKREF	*mut Parent	PipeWriter.zig:861 — setParent; ref/deref:1450/1310 temp keep-alive only
src/io/heap.zig	Intrusive(T, Context, less)	root	?*T	INTRUSIVE	*mut T	heap.zig:36 — self.root = meld(v, root) else v; caller-owned node, no deinit
src/io/heap.zig	IntrusiveField(T)	child	?*T	INTRUSIVE	*mut T	heap.zig:165 — a.heap.child = b; pairing-heap child link
src/io/heap.zig	IntrusiveField(T)	prev	?*T	INTRUSIVE	*mut T	heap.zig:146 — b.heap.prev = a; pairing-heap sibling/parent backlink
src/io/heap.zig	IntrusiveField(T)	next	?*T	INTRUSIVE	*mut T	heap.zig:152 — a.heap.next = b_next; pairing-heap sibling link
src/io/io.zig	Request	next	?*Request	INTRUSIVE	Option<NonNull<Request>>	io.zig:368 — Queue = bun.UnboundedQueue(Request, .next) intrusive link
src/io/io.zig	Request	callback	*const fn (*Request) Action	STATIC	fn(&mut Request) -> Action	io.zig:126 — request.callback(request); function pointer, no deinit
src/io/io.zig	Action.FileAction	poll	*Poll	BORROW_PARAM	&'a mut Poll	io.zig:626 — @fieldParentPtr("io_poll", poll); Poll embedded in caller
src/io/io.zig	Action.FileAction	ctx	*anyopaque	BORROW_PARAM	*mut ()	io.zig:130 — readable.onError(readable.ctx, err); opaque userdata from caller
src/io/io.zig	Action.FileAction	onError	*const fn (*anyopaque, sys.Error) void	STATIC	fn(*mut (), sys::Error)	io.zig:381 — function pointer field, called at io.zig:130
src/io/io.zig	Action.CloseAction	poll	*Poll	BORROW_PARAM	&'a mut Poll	io.zig:152 — close.poll.flags.contains(...); borrowed, no destroy
src/io/io.zig	Action.CloseAction	ctx	*anyopaque	BORROW_PARAM	*mut ()	io.zig:156 — close.onDone(close.ctx); opaque userdata from caller
src/io/io.zig	Action.CloseAction	onDone	*const fn (*anyopaque) void	STATIC	fn(*mut ())	io.zig:389 — function pointer field, called at io.zig:156
src/io/pipes.zig	PollOrFd	poll	*Async.FilePoll	OWNED	Box<FilePoll>	pipes.zig:49 deinitForceUnregister(); PipeReader.zig:280 FilePoll.init creates it
src/io/source.zig	Source	pipe	*Pipe	OWNED	Box<uv::Pipe>	source.zig:213 bun.new(Pipe); PipeWriter.zig:805 destroy in onPipeClose
src/io/source.zig	Source	tty	*Tty	OWNED	Box<uv::uv_tty_t>	source.zig:271 allocator.create; PipeWriter.zig:810 destroy (stdin=static skip)
src/io/source.zig	Source	file	*File	OWNED	Box<Source::File>	source.zig:286 allocator.create; source.zig:128 allocator.destroy(file)
src/io/source.zig	Source	sync_file	*File	OWNED	Box<Source::File>	source.zig:286 allocator.create; source.zig:128 allocator.destroy(file)
src/js_parser/ast/ASTMemoryAllocator.zig	ASTMemoryAllocator	previous	?*ASTMemoryAllocator	INTRUSIVE	*mut ASTMemoryAllocator	ASTMemoryAllocator.zig:65-69 — pop() reads self.previous to restore stack link
src/js_parser/ast/ASTMemoryAllocator.zig	ASTMemoryAllocator.Scope	current	?*ASTMemoryAllocator	BORROW_PARAM	Option<&'a mut ASTMemoryAllocator>	ASTMemoryAllocator.zig:18 — .current = this (enter() param); never freed
src/js_parser/ast/ASTMemoryAllocator.zig	ASTMemoryAllocator.Scope	previous	?*ASTMemoryAllocator	STATIC	Option<*mut ASTMemoryAllocator>	ASTMemoryAllocator.zig:31 — saved from threadlocal Expr.Data.Store.memory_allocator
src/js_parser/ast/B.zig	B	b_identifier	*B.Identifier	ARENA	&'a mut Identifier	Binding.zig:134 — allocator.create(B.Identifier) via p.allocator arena; no deinit
src/js_parser/ast/B.zig	B	b_array	*B.Array	ARENA	&'a mut Array	Binding.zig:139 — allocator.create(B.Array) via p.allocator arena; no deinit
src/js_parser/ast/B.zig	B	b_object	*B.Object	ARENA	&'a mut Object	Binding.zig:144 — allocator.create(B.Object) via p.allocator arena; no deinit
src/js_parser/ast/Binding.zig	ToExpr.Context	context	*ExprType	BORROW_PARAM	&'a mut ExprType	Binding.zig:26-27 — init() assigns from param; no deinit; short-lived wrapper
src/js_parser/ast/BundledAst.zig	BundledAst	css	?*bun.css.BundlerStyleSheet	ARENA	Option<&'arena BundlerStyleSheet>	ParseTask.zig:296,612 — bun.create(worker.allocator,...); no deinit frees it
src/js_parser/ast/ConvertESMExportsForHmr.zig	ConvertESMExportsForHmr	last_part	*js_ast.Part	BORROW_PARAM	&'a mut js_ast::Part	src/js_parser/ast/P.zig:6389 — .last_part = &parts.items[parts.items.len-1]; no deinit
src/js_parser/ast/E.zig	E.Object.Rope	next	?*Rope	ARENA	Option<&'arena Rope>	src/js_parser/ast/E.zig:529 — allocator.create(Rope); no deinit/destroy
src/js_parser/ast/E.zig	E.Object.RopeQuery	rope	*const Rope	BORROW_PARAM	&'a Rope	src/js_parser/ast/Expr.zig:369 — assigned from getRope() param `rope`
src/js_parser/ast/E.zig	E.String	next	?*String	ARENA	Option<StoreRef<String>>	src/js_parser/ast/E.zig:882 — Expr.Data.Store.append(String, ...); freed by Store.reset()
src/js_parser/ast/E.zig	E.String	end	?*String	ARENA	Option<StoreRef<String>>	src/js_parser/ast/E.zig:868 — points to Store-allocated rope tail; no deinit
src/js_parser/ast/Expr.zig	ArrayIterator	array	*const E.Array	BORROW_PARAM	&'a E::Array	Expr.zig:454 — asArray() sets .array = expr.data.e_array from param
src/js_parser/ast/Expr.zig	Data	e_array	*E.Array	ARENA	&'ast mut E::Array	Expr.zig:1142 — Data.Store.append; freed by Store.reset() :3161
src/js_parser/ast/Expr.zig	Data	e_unary	*E.Unary	ARENA	&'ast mut E::Unary	Expr.zig:1158 — Data.Store.append; freed by Store.reset() :3161
src/js_parser/ast/Expr.zig	Data	e_binary	*E.Binary	ARENA	&'ast mut E::Binary	Expr.zig:1166 — Data.Store.append; freed by Store.reset() :3161
src/js_parser/ast/Expr.zig	Data	e_class	*E.Class	ARENA	&'ast mut E::Class	Expr.zig:1150 — Data.Store.append; freed by Store.reset() :3161
src/js_parser/ast/Expr.zig	Data	e_new	*E.New	ARENA	&'ast mut E::New	Expr.zig:1214 — Data.Store.append; freed by Store.reset() :3161
src/js_parser/ast/Expr.zig	Data	e_function	*E.Function	ARENA	&'ast mut E::Function	Expr.zig:1230 — Data.Store.append; freed by Store.reset() :3161
src/js_parser/ast/Expr.zig	Data	e_call	*E.Call	ARENA	&'ast mut E::Call	Expr.zig:1246 — Data.Store.append; freed by Store.reset() :3161
src/js_parser/ast/Expr.zig	Data	e_dot	*E.Dot	ARENA	&'ast mut E::Dot	Expr.zig:1254 — Data.Store.append; freed by Store.reset() :3161
src/js_parser/ast/Expr.zig	Data	e_index	*E.Index	ARENA	&'ast mut E::Index	Expr.zig:1262 — Data.Store.append; freed by Store.reset() :3161
src/js_parser/ast/Expr.zig	Data	e_arrow	*E.Arrow	ARENA	&'ast mut E::Arrow	Expr.zig:1270 — Data.Store.append; freed by Store.reset() :3161
src/js_parser/ast/Expr.zig	Data	e_jsx_element	*E.JSXElement	ARENA	&'ast mut E::JSXElement	Expr.zig:1321 — Data.Store.append; freed by Store.reset() :3161
src/js_parser/ast/Expr.zig	Data	e_object	*E.Object	ARENA	&'ast mut E::Object	Expr.zig:1348 — Data.Store.append; freed by Store.reset() :3161
src/js_parser/ast/Expr.zig	Data	e_spread	*E.Spread	ARENA	&'ast mut E::Spread	Expr.zig:1356 — Data.Store.append; freed by Store.reset() :3161
src/js_parser/ast/Expr.zig	Data	e_template	*E.Template	ARENA	&'ast mut E::Template	Expr.zig:1379 — Data.Store.append; freed by Store.reset() :3161
src/js_parser/ast/Expr.zig	Data	e_reg_exp	*E.RegExp	ARENA	&'ast mut E::RegExp	Expr.zig:1387 — Data.Store.append; freed by Store.reset() :3161
src/js_parser/ast/Expr.zig	Data	e_await	*E.Await	ARENA	&'ast mut E::Await	Expr.zig:1395 — Data.Store.append; freed by Store.reset() :3161
src/js_parser/ast/Expr.zig	Data	e_yield	*E.Yield	ARENA	&'ast mut E::Yield	Expr.zig:1403 — Data.Store.append; freed by Store.reset() :3161
src/js_parser/ast/Expr.zig	Data	e_if	*E.If	ARENA	&'ast mut E::If	Expr.zig:1411 — Data.Store.append; freed by Store.reset() :3161
src/js_parser/ast/Expr.zig	Data	e_import	*E.Import	ARENA	&'ast mut E::Import	Expr.zig:1427 — Data.Store.append; freed by Store.reset() :3161
src/js_parser/ast/Expr.zig	Data	e_big_int	*E.BigInt	ARENA	&'ast mut E::BigInt	Expr.zig:1340 — Data.Store.append; freed by Store.reset() :3161
src/js_parser/ast/Expr.zig	Data	e_string	*E.String	ARENA	&'ast mut E::String	Expr.zig:1370 — Data.Store.append; freed by Store.reset() :3161
src/js_parser/ast/Expr.zig	Data	e_inlined_enum	*E.InlinedEnum	ARENA	&'ast mut E::InlinedEnum	Expr.zig:1448 — Data.Store.append; freed by Store.reset() :3161
src/js_parser/ast/Expr.zig	Data	e_name_of_symbol	*E.NameOfSymbol	ARENA	&'ast mut E::NameOfSymbol	Expr.zig:1134 — Data.Store.append; freed by Store.reset() :3161
src/js_parser/ast/G.zig	Property	class_static_block	?*ClassStaticBlock	ARENA	Option<&'ast mut ClassStaticBlock>	parseProperty.zig:341 — p.allocator.create(G.ClassStaticBlock); no deinit
src/js_parser/ast/NewStore.zig	Store	current	*Block	BORROW_FIELD	NonNull<Block>	NewStore.zig:70,113,138 — cursor into own block chain; deinit:87 never frees it
src/js_parser/ast/NewStore.zig	Block	next	?*Block	OWNED	Option<Box<Block>>	NewStore.zig:131 backing_allocator.create; :94 backing_allocator.destroy(next)
src/js_parser/ast/P.zig	P	log	*logger.Log	BORROW_PARAM	&'a mut logger::Log	P.zig:6783 — .log = log (init() param); no deinit on P
src/js_parser/ast/P.zig	P	define	*Define	BORROW_PARAM	&'a Define	P.zig:6779 — .define = define (init() param); never freed
src/js_parser/ast/P.zig	P	source	*const logger.Source	BORROW_PARAM	&'a logger::Source	P.zig:6793 — .source = source (init() param); never freed
src/js_parser/ast/P.zig	P	current_scope	*js_ast.Scope	ARENA	*mut js_ast::Scope	P.zig:2454/6758 — allocator.create(Scope); cursor into arena tree, no per-field free
src/js_parser/ast/P.zig	P	module_scope	*js_ast.Scope	ARENA	*mut js_ast::Scope	P.zig:6796 — = scope from allocator.create(Scope); arena-owned, no deinit
src/js_parser/ast/P.zig	P	nearest_stmt_list	?*ListManaged(Stmt)	UNKNOWN	Option<NonNull<Vec<Stmt>>>	visit.zig:826 — = &before (stack local); save/restore scratch ptr
src/js_parser/ast/P.zig	P	import_records	*std.array_list.Managed(ImportRecord) (when scan_only)	BORROW_PARAM	&'a mut Vec<ImportRecord>	Parser.zig:111 — p.import_records = &scan_pass.import_records
src/js_parser/ast/P.zig	P	named_imports	*js_ast.Ast.NamedImports (when scan_only)	BORROW_PARAM	&'a mut js_ast::Ast::NamedImports	Parser.zig:112 — p.named_imports = &scan_pass.named_imports
src/js_parser/ast/P.zig	P	parse_pass_symbol_uses	*ScanPassResult.ParsePassSymbolUsageMap (when track_symbol_usage)	BORROW_PARAM	&'a mut ParsePassSymbolUsageMap	Parser.zig:118 — p.parse_pass_symbol_uses = &scan_pass.used_symbols
src/js_parser/ast/P.zig	RecentlyVisitedTSNamespace	map	?*js_ast.TSNamespaceMemberMap	ARENA	Option<*const js_ast::TSNamespaceMemberMap>	P.zig:1237/1284 — .map = map from ref_to_ts_namespace_member (arena-stored)
src/js_parser/ast/P.zig	RecentlyVisitedTSNamespace.ExpressionData	ptr	*E.Dot	ARENA	*const E::Dot	P.zig:502 — unused union; E.Dot nodes come from Expr.Data store
src/js_parser/ast/P.zig	Ctx (local in toAST)	top_level_symbols_to_parts	*js_ast.Ast.TopLevelSymbolToParts	BORROW_PARAM	&'a mut js_ast::Ast::TopLevelSymbolToParts	P.zig:6574 — closure struct capturing stack-local var by ref
src/js_parser/ast/Parser.zig	Parser	log	*logger.Log	BORROW_PARAM	&'a mut logger::Log	Parser.zig:1495-1503 — init() assigns from `log` param; no deinit
